Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc
Alexa405/Alexa647	13267.2	9187.2	13267.2	9187.2	1502.60156	75130.60156	366.29657	1.12403	0.77455	413.18671	73621.82813	3326	5	-1	1	181	181	16203.19145	2.01841	13267.2	9187.2	13267.2	9187.2
Alexa405/Alexa647	13268.5	9187.4	13268.5	9187.4	1882.27783	44446.52344	352.30573	0.86269	0.84010	422.96252	42050.81250	3332	3	-1	1	98	98	9585.64837	2.50425	13268.5	9187.4	13268.5	9187.4
Alexa405/Alexa647	13321.0	9198.4	13321.0	9198.4	2427.52734	122954.61719	370.46603	0.44778	0.65851	503.84433	120744.69531	1585	6	-1	1	255	255	26517.25342	1.56353	13321.0	9198.4	13321.0	9198.4
Alexa405/Alexa647	13332.0	9194.2	13332.0	9194.2	2822.92090	370131.40625	354.89987	0.33395	0.68698	442.70380	364155.81250	2721	19	-1	1	209	209	79825.12999	0.83544	13332.0	9194.2	13332.0	9194.2
Alexa405/Alexa647	13318.8	9198.5	13318.8	9198.5	2486.31104	163492.89063	382.21729	0.56871	0.65035	452.50864	171337.57813	3586	8	-1	1	282	282	35260.02124	1.38477	13318.8	9198.5	13318.8	9198.5
Alexa405/Alexa647	13308.9	9209.1	13308.9	9209.1	2365.38257	263544.65625	372.05157	0.40674	0.65010	585.30450	256116.07813	408	12	-1	1	262	262	56837.88538	1.09404	13308.9	9209.1	13308.9	9209.1
Alexa405/Alexa647	7361.3	9812.3	7361.3	9812.3	1987.15308	150639.32813	336.35287	0.24963	0.95724	364.18240	144852.73438	5191	13	-1	1	27	27	32487.93198	1.30192	7361.3	9812.3	7361.3	9812.3
Alexa405/Alexa647	7350.7	9859.0	7350.7	9859.0	1623.44348	73393.75000	349.27451	0.76825	0.92227	394.01868	68795.19531	1720	6	-1	1	42	42	15828.60988	1.97925	7350.7	9859.0	7350.7	9859.0
Alexa405/Alexa647	7612.1	11809.1	7612.1	11809.1	1993.73706	33448.07422	371.06662	0.73803	0.69498	667.26489	32787.45313	11	2	-1	1	240	240	7213.64582	3.39019	7612.1	11809.1	7612.1	11809.1
Alexa405/Alexa647	9846.4	10396.2	9846.4	10396.2	1137.83154	19855.34375	370.26639	0.50125	0.66572	391.39725	19311.19141	3924	2	-1	1	252	252	4282.14242	4.37109	9846.4	10396.2	9846.4	10396.2
Alexa405/Alexa647	6238.0	11993.1	6238.0	11993.1	1927.09277	13042.45215	332.11490	0.10546	0.83784	409.89172	12537.70703	2818	1	-1	1	86	86	2812.82653	4.34644	6238.0	11993.1	6238.0	11993.1
Alexa405/Alexa647	10427.8	11981.0	10427.8	11981.0	2752.47900	24942.77344	384.30002	0.74744	1.44275	415.59866	24119.04688	3614	1	-1	1	-179	-179	5379.33312	3.37641	10427.8	11981.0	10427.8	11981.0
Alexa405/Alexa647	10430.2	11982.0	10430.2	11982.0	2298.57007	272292.59375	385.32834	0.54425	1.52345	410.80042	261629.85938	3617	9	-1	1	-198	-198	58724.52682	0.99034	10430.2	11982.0	10430.2	11982.0
Alexa405/Alexa647	10435.0	11989.8	10435.0	11989.8	2313.37329	44596.61719	372.72995	0.16686	1.55040	410.72107	43568.52344	3629	2	-1	1	-184	-184	9618.01864	2.46941	10435.0	11989.8	10435.0	11989.8
Alexa405/Alexa647	11355.1	10401.2	11355.1	10401.2	1370.76782	22338.91016	339.30255	0.25313	1.31599	381.93423	22216.96484	5669	2	-1	1	-91	-91	4817.76574	3.49020	11355.1	10401.2	11355.1	10401.2
