x [nm],y [nm],BG,I,Frame,Length,z [nm],Photons,Lateral Localization Accuracy [nm]
23441.1,29094.3,722.47882,199817.2031,1832,5,271.253,44017.47969,1.17594
23453.2,29092,601.28497,20099.02539,3448,1,294.936,4359.79139,4.0935
23461,29121.3,719.13037,117677.3125,1348,3,259.894,25841.85683,1.52116
23481,29050.9,595.08398,49259.11719,4735,2,243.473,10779.28771,2.30696
23466.8,29064.9,600.92444,49636.28906,3014,2,295.014,11005.73637,2.47077
23482.4,29063.7,1071.69299,125403.3438,373,3,318.476,28025.73794,1.65948
23483.1,29059.8,801.81329,10591.45605,750,1,297.513,2320.57776,7.79979
23462.8,29072.7,685.45679,477876.375,2194,16,304.557,105164.7961,0.80733
23485.2,29080,1546.78186,192799.8125,23,5,354,42537.8558,1.63152
23486.9,29084.6,656.53149,36519.13281,2569,2,295.831,7299.67421,3.4359
23487.3,29079.9,915.16846,68744.28906,1844,2,248.497,14960.25198,2.01451
23488.1,29059.9,677.62842,130348.0469,3522,5,249.232,28372.16991,1.46601
23502.9,29069,629.9892,104733.5156,2373,4,327.029,23280.87018,1.76327
23491,29074.4,897.75195,80889.04688,774,3,294.632,17861.02368,2.10299
23508.3,29076.1,767.55859,72257.89844,1103,2,325.422,16168.97453,2.15648
23517.1,29081.6,962.79407,43752.41406,218,2,314.308,9648.76045,3.29159
23517.2,29084.7,531.20544,9407.86426,4591,1,198.839,2141.91471,6.1033
23490.2,29086.5,628.37299,124255.7813,3102,4,321.926,27699.92071,1.55211
23490,29093.2,877.40002,30616.71094,600,2,367.651,6200.08674,4.93487
23494,29088.9,565.99829,27949.08594,6393,2,228.628,6380.68174,3.18439
23494.4,29088,695.90363,14784.37305,1385,1,281.419,3227.55859,5.38024
23471.6,29095.7,986.45557,55069,313,2,393.636,12190.46934,3.15433
23465.1,29120.7,647.16095,179911.8125,3532,6,197.543,40192.88155,1.1801
23472.9,29104.4,555.51276,15341.18164,7183,1,197.249,3428.00843,4.05475
23502.9,29091,656.33856,20201.24023,3454,1,313.122,4451.41995,4.26144
23510.7,29090.2,718.54767,40929.83203,1051,1,292.007,9056.13534,2.62308
23515.3,29093.9,726.39191,128871.1094,3812,4,300.233,28082.45836,1.50767
23520.3,29090.4,649.87152,11357.49805,1820,1,306.009,2506.12446,6.91819
23504.6,29113.2,572.35156,86681.63281,8284,3,156.529,20089.26648,1.65495
23520.3,29072,677.11346,11736.16309,1039,1,169.948,2644.49549,5.13313
24435.7,26296.8,746.3208,13011.77246,2050,1,326.693,2975.71029,6.28463
24435,26297.4,577.89349,30654.45703,5678,2,304.145,6801.17173,3.23754
24509.2,26296.2,598.66248,200642.5,4824,8,314.388,44115.70927,1.20405
24513.2,26297.1,643.75586,411663.0938,4621,13,326.058,91129.98302,0.83155
24511.7,26297.7,558.02185,56893.47266,6699,2,290.552,12479.98628,2.10861
24385.2,26299.6,936.28857,9296.89941,344,1,272.07,2049.60018,8.51915
24386.3,26308.5,1480.10706,146977.875,1,5,351,33612.63875,1.95873
24406.1,26303.1,672.60034,100099.9531,2075,4,302.202,22109.06881,1.77883
24435.8,26304.7,581.71527,44650.92969,4656,2,321.314,9968.06134,2.71103
24454.5,26307.2,562.84357,23051.03906,4604,1,455.934,5131.71244,4.47318
24488.9,26299.9,559.21948,65914.95313,7331,3,421.592,14586.59711,2.23352
24506.6,26299.3,675.39636,104219.5078,2409,4,346.727,23619.14218,1.82463
24473.9,26303.1,614.46631,209222.1094,4551,9,383.547,47525.77185,1.2861
24510.6,26307.7,806.08325,58861.17188,577,2,340.329,13257.50962,2.50179
24408.6,26310,801.04034,32807.14844,2715,2,253.315,7448.76919,3.35433
24430.7,26307.9,649.80249,109969.6484,4527,4,323.372,24376.33554,1.63419
24488.9,26309,981.93591,17106.24219,167,1,305,3846.00393,5.54341
24483.4,26310.6,1108.07324,78162.41406,109,2,397,17402.34546,2.4929
24505.9,26312.1,1178.8335,39434.65625,50,2,305,8951.59918,3.63225
23522,29080.8,661.00378,20791.86719,2110,1,287.915,4606.8274,4.06693
23526.8,29084.9,913.27887,34632.72266,412,2,247.021,7486.088,3.51399
23585,29084.9,545.79236,72944.57813,9162,3,245.173,16760.76983,1.71341
23564.3,29093.2,599.27655,27981.32031,7430,1,304.538,6163.46211,2.93289
23547.6,29095.3,635.18408,60046.11719,4437,2,315.714,13202.53729,2.12058
23535.2,29099.2,847.37152,106698.9844,571,3,329.245,23687.76304,1.79109
23535.2,29101.7,982.36896,69627.17188,383,2,334.615,15530.02903,2.34829
23539.4,29102,617.41412,131289.8438,6532,5,307.136,28839.29789,1.41706
23549.6,29105.6,674.966,58507.375,3278,2,302.749,12870.8069,2.22739
23594.7,29088.7,540.92889,88584.33594,9675,3,252.689,20649.04534,1.56791
24410.1,26314.5,573.59973,34648.02344,5356,2,287.832,7562.23615,3.03652
24407.9,26315.8,669.84259,128338.5391,3601,5,290.684,28314.04765,1.53728
24421.5,26312.7,658.99829,243862.4844,3608,8,335.902,54588.99752,1.13207
24496.4,26313.6,990.00153,233042.9531,214,7,351.252,52144.20652,1.35188
24429,26324.7,699.50128,65366.91406,2888,2,362.141,14693.59827,2.28799
24460.8,26317.3,811.17859,52537.62109,1109,2,376.507,11691.30639,2.8781
24426,26336.7,778.87671,18895.31445,549,1,310.937,4157.62758,4.90409
24499.9,26317,1210.07202,25284.48047,92,1,327,5710.81288,4.4422
24047.9,27408.5,550.57526,8246.86621,8443,1,340.346,1755.59256,6.99041
23704.6,28351.1,704.58942,9735.37012,920,1,259.357,2151.57044,6.92743
24309.5,28551.7,543.78998,117997.7422,9829,5,549.774,26561.23601,1.68174
24293.6,28556.2,506.51242,8441.06543,9827,1,453.682,1800.28492,7.14608
24311.4,28550.4,557.6806,37460.35938,9835,2,501.05,8179.72362,2.98876
24290.5,29076.1,749.07043,50543.47656,1234,2,18.2786,11479.73874,2.31384
24519.3,26338.3,701.63196,31794.27148,1806,2,273.723,7027.28763,3.57273
24715.2,27248.9,810.61926,32003.65234,678,2,271.155,7201.02341,3.51224
24732.5,13719.2,623.36377,135245.0313,6467,6,271.028,30016.44882,1.39252
24740,13527.6,1056.76001,17227.80078,930,1,396.406,3865.23958,6.30148
24745.4,13519.6,755.08136,58669.45313,2337,3,334.331,13008.31989,2.69368
24748.7,13525,656.9826,124106.0156,6690,6,312.26,27083.8258,1.58742
24732.7,13533.4,596.93268,11622.35547,5210,1,309.691,2560.26004,5.65692
24746.6,13591.4,889.51013,27731.14453,1358,1,255.036,6184.7845,3.45795
24750,13582,962.05951,19230.91797,1263,1,392.69,4538.91715,5.89669
24757.2,13537,1408.95007,50079.38281,252,2,349.783,10383.86395,3.96368
24767.1,13545.2,1070.5542,66064.24219,918,3,161.347,15444.83719,2.2033
24770.6,13529.5,895.56348,21243.58398,2823,2,218.207,3903.98129,5.36922
24763.8,13562.1,824.59943,34271.01953,5831,1,379.712,7821.54707,3.12117
24764,13568.5,1019.24982,85464.76563,1103,3,240.422,18862.01341,2.05699
24754.2,13581.8,901.70282,65396.28906,5145,3,144.293,14923.7992,1.96828
24766.4,13593.7,548.82654,11637.07129,6388,1,400.466,2567.25005,6.27911
24769.2,13592.2,750.47369,10485.1582,2747,1,94.2833,2427.8483,5.82302
24740.3,13594.3,974.15936,109467.125,1072,5,305.111,24394.70262,2.05577
24740.4,13604.4,1232.48767,86851.96875,451,3,292.567,15517.47991,2.66513
24737.5,13604.5,614.83929,54846.94531,5348,3,450.66,12389.82737,2.92935
24742.7,13601.5,755.08997,162777.9375,4524,7,365.35,36584.96809,1.55272
24760.7,13597.8,822.71436,27477.28125,4987,2,139.894,6324.89728,3.61606
24766.1,13601.8,870.69873,92013.01563,3950,5,197.517,20725.35439,1.89861
24771.1,13533.9,686.38959,12717.26074,5277,1,123.132,2930.36188,5.43926
24773.6,13548.3,569.88562,27214.00781,6528,2,373.006,5974.25222,3.80731
24776,13550.6,946.0387,33564.96875,1108,2,210.493,5058.61102,4.78542
24776.7,13576.3,714.29535,30522.66211,3287,1,286.74,6789.83574,3.16402
24776.8,13577.8,704.1377,167039.9531,7451,8,436.951,37908.74898,1.5302
24778.8,13590.5,648.53516,165815.3438,8756,8,285.766,37720.19537,1.25264
24751.7,13607.8,620.79535,16367.16211,4696,1,434.635,3716.99084,5.54933
24767.4,13605.8,574.92963,124060.4609,9417,7,402.82,27110.67971,1.58331
24773.9,13606.1,728.51978,91325.30469,4084,3,423.136,19944.55392,2.14731
24764.7,13608.2,795.6051,54143.64063,2288,2,336.38,12124.47103,2.61658
24751.7,13608.7,733.88733,20370.94336,2203,1,412.732,4708.63739,5.25669
24778.3,13606.1,559.54431,37051.89844,9426,2,446.234,8063.40245,2.99259
24779.2,12857.7,481.0578,12539.96387,1770,1,7.99021,1490.95578,6.38197
26642,12335.7,609.58423,22772.15625,9606,2,590.515,5029.40583,5.46177
24842.7,12836.3,773.08429,57095.48438,1388,3,118.461,7039.02042,4.00599
24846.4,12855.6,848.79236,16651.5918,969,1,86.6,1945.40648,6.41461
24855.9,12907.7,567.37244,9053.68848,7996,1,143.662,2043.3829,6.12221
24855.8,13514,678.40735,74637.23438,4813,3,362.151,16428.10348,2.15034
24858.5,13513.5,649.36914,124624.3984,3556,5,315.288,27383.15475,1.57767
24851.4,13516.7,666.66998,36043.10156,5903,2,315.391,7864.12108,2.98648
24782.2,13579.9,733.07825,277715.0625,4724,8,407.237,62523.62907,1.1563
24781.9,13599.4,757.52057,71115.33594,5137,3,298.121,15658.42166,2.03988
24783.2,13592.7,768.93683,36676.16016,5049,2,149.228,8454.50865,2.67179
24780.6,13601.2,839.4425,37124.02734,1661,2,373.77,8405.72073,3.70943
24780.1,13603.5,727.90491,70917.20313,3047,4,405.981,15692.84582,2.83623
24783.3,13605.9,752.52222,166363.3906,7413,6,392.204,33503.36972,1.48998
24802.4,13519.9,812.03186,25293.20313,5660,1,150.725,5916.97073,3.12809
24789.3,13533.9,595.72089,56767.31641,6314,3,358.066,12552.40996,2.39029
24797.5,13534.5,705.82715,100857.1406,6751,3,423.239,22747.14658,1.82568
24790.5,13553.2,1527.28687,87414.44531,246,2,338.699,13067.96782,2.93987
24793.5,13558,799.28949,17774.86914,1991,1,233.491,3976.9197,4.45357
24795.4,13544.8,629.04913,52460.45313,5466,2,233.202,11717.98338,2.21605
24796,13536.7,645.77893,78502.95313,5607,4,361.489,17260.45679,2.13476
24798.1,13539.9,699.22974,78060.875,4808,3,398.044,17620.89364,2.19959
24796.9,13558,681.61047,91125.90625,3538,3,318.729,20289.37175,1.77666
24805.7,13563.4,616.21869,26207.3457,7115,1,280.044,5691.86325,3.07697
24807.5,13542.1,635.85535,58445.12891,5841,2,382.946,13080.96849,2.3231
24809.8,13560.4,598.52734,53348.85938,7355,3,313.064,11643.53193,2.42954
24810.4,13552,641.20557,37538.61328,4819,2,300.28,8124.72938,2.95986
24811.1,13530.1,730.15454,73674.36719,2525,4,300.977,16587.2017,2.19911
24811.9,13546.4,730.20673,212745.1094,3159,8,368.868,48297.73839,1.34638
24812.2,13552.7,1010.91968,36585.625,1216,2,307.023,8207.54551,3.70502
24812.8,13558.4,825.81018,392987.125,2465,10,314.813,87440.45981,0.90148
24811,13564.2,711.68732,19465.94531,4471,1,297.963,4202.78918,4.22065
24783.9,13567.8,1267.37378,123179.6641,457,4,314.65,28078.98747,1.92124
24788,13576,646.55347,71224.88281,5461,3,394.09,15984.67023,2.24952
24806.4,13564.5,786.12079,100460.5469,2687,2,389.119,22955.2248,1.7551
24788.4,13574.3,631.54694,109076.6406,6231,5,209.039,25018.18075,1.50699
24790.2,13576.7,670.68591,19141.99219,5621,1,313.816,4143.5869,4.22503
24791.6,13572.8,761.01532,336580.125,4201,10,410.991,76181.41581,1.0737
24792.5,13582.1,871.07654,112955.0781,2489,5,321.279,23369.63231,2.05689
24795.6,13578.2,640.62152,408439.5,6645,14,402.801,91006.25755,0.8933
24798,13573.3,913.12097,10380.7666,1435,1,365.127,2388.13355,9.01362
24797.6,13578.5,670.44275,95681.01563,3647,4,253.112,21057.22715,1.7381
24795.7,13579.5,587.11139,43642.30469,5940,3,372.254,9615.79963,3.09179
24804.9,13569.4,566.81854,14142.53613,7117,1,281.109,3244.04258,4.33558
24803.4,13584.4,734.32037,27586.78711,3735,1,292.843,6051.71796,3.26438
24813,13588.4,819.67554,19286.59961,2451,1,422.542,4242.21622,5.66567
24812.3,13589.1,924.05304,419666.8125,1744,13,393.461,90779.4837,1.0967
24806,13589.2,412.5455,16832.53906,6716,1,246.103,1865.6674,5.46438
24813.5,13561.8,594.16711,110122.6016,6927,4,313.947,24108.08286,1.56587
24816.8,13529.6,717.71582,64334.84375,3111,3,285.917,14339.97515,2.2292
24814.8,13545.6,850.15167,330937.75,2251,9,415.663,74696.07674,1.14777
24817,13550.6,917.13013,20025.90039,1939,1,298.432,4368.78243,4.54924
24817.7,13528.1,668.15961,155712.9063,6765,7,346.693,34090.2805,1.41385
24818.5,13541.8,811.16541,48876.41797,1524,2,360.389,11176.2919,2.97036
24820.3,13545.8,618.13336,26533.33203,7933,1,351.424,5806.65875,3.24826
24816,13550.7,863.77289,17426.94922,3587,1,277.25,4011.65809,4.94053
24817.7,13572.3,725.40485,103592.1406,4756,5,416.925,23583.48299,2.13177
24818.9,13575.3,539.651,18308.17773,7674,2,290.334,4072.68722,4.82052
24825.5,13552.7,749.03253,10518.86133,2851,1,336.179,2436.36209,7.06852
24825.4,13564.6,633.90839,189245.9688,7519,6,351.287,41983.00863,1.19762
24826.1,13563.7,794.18286,77750.79688,2772,3,372.258,17665.68161,2.2967
24826.2,13566.3,916.12537,28307.22656,1985,2,272.369,6345.92397,4.32192
24828.3,13557,867.44537,261071.875,1763,8,306.848,39377.90291,1.44248
24841.6,13535.6,640.79388,86483.60938,8629,4,260.321,19712.98822,1.65855
24841.9,13532.5,518.63025,8473.24316,9101,1,234.558,1904.14458,5.87826
24842.8,13527.4,618.3537,105066.7969,7165,5,324.665,23249.41986,1.64252
24844.4,13543.6,516.48724,8885.81934,9120,1,308.372,1988.81115,5.90427
24847.3,13543.7,611.6698,71968.01563,8299,4,254.172,16442.08983,1.84977
24839.9,13553.4,556.55341,8539.16406,7931,1,243.385,1975.30859,6.39859
24839.9,13556.1,749.66534,110542.7578,2837,4,390.193,18588.41961,2.37864
24840.4,13556.3,670.64972,92119.03125,4669,4,351.409,20674.81586,1.94638
24821.9,13576,578.97382,14024.6543,7029,1,238.255,3143.03145,4.49737
24820,13578.6,698.12402,14065.66016,3468,1,361.556,3129.82353,5.86993
24834.9,13582.4,651.65485,194263.4844,4734,6,365.452,43629.56889,1.29509
24826.9,13587.9,905.42249,16791.4375,5143,1,170.25,3816.91163,4.0905
24844.8,13589.6,580.05481,74231.77344,7554,4,261.975,16575.94153,1.87969
24844.9,13581.7,855.47198,131583.4375,1701,3,341.585,29648.0424,1.56936
24848.7,13586.1,1240.86145,302189.875,615,8,370.842,67671.22295,1.25996
24852.1,13524.3,612.91986,11979.80566,5118,1,295.712,2598.6315,5.89218
24853,13517.3,738.88062,116971.7109,3757,4,361.526,26098.20907,1.71989
24853.6,13579.4,882.51398,170284.8438,4911,5,234.259,38763.00934,1.28609
24854.1,13580.7,569.54834,69860.875,9478,3,253.626,16059.43423,1.90733
24851.2,13590.5,966.47662,594651.5,1440,14,402.198,133399.5289,0.8509
24841.7,13591.1,737.62109,25087.26172,6208,1,261.503,5527.28152,3.37911
24857.1,13586.8,964.00055,46256.96094,1355,2,376.993,10530.33301,3.47223
24857.1,13547.1,617.13409,62539.22266,9011,3,215.699,13939.84295,2.19882
24865.5,13557.8,701.48615,182405.9063,5576,7,399.766,41100.78907,1.41983
24884.2,13516.9,645.35889,88395.0625,8849,3,311.753,19964.30935,1.63869
24882.6,13543.5,952.46716,51754.07813,1606,4,276.65,12282.37887,3.23178
24884.6,13533.3,816.81635,19495.42773,2180,1,383.285,4527.5424,5.17181
24896.5,13528.7,514.0036,16939.875,9075,1,341.443,3669.51419,4.40032
24910.7,13525.3,760.23096,25169.83203,4196,2,371.954,5793.32614,4.73365
24899.4,13538.8,1147.24731,18643.36719,534,1,327.727,3417.96391,6.52975
24903.5,13547.9,926.18872,8838.28125,1777,1,125.133,2116.40535,6.55916
24926.6,13546.1,629.88306,59313.28125,5111,3,397.562,13457.92492,2.60153
24935.6,13544.3,788.54431,9682.39258,8676,1,245.336,2302.54935,5.87858
24943.8,13551.6,596.35999,23216.40039,8602,1,357.163,5031.53007,3.56391
24879.5,13554.3,1074.0979,31946.14844,465,2,324.762,7348.46129,4.25268
24892.6,13565,725.66718,56507.95313,2701,3,359.33,12531.51637,2.77648
24880.1,13569,622.95923,25926.85547,5281,2,323.218,5689.71753,3.82251
24903.8,13566.4,581.71777,41538.75391,7906,2,314.894,9126.40571,2.61069
24911,13559.3,588.17944,12782.71973,3629,1,412.553,2900.09795,6.54515
24876.9,13569,947.6936,109931.6094,1773,3,260.051,17044.16301,1.99731
24880,13570.3,798.00659,54890.39063,2923,3,237.106,12368.54626,2.52871
24889.2,13571.6,719.93817,228193,5790,11,393.756,51206.15953,1.34457
24904.8,13573,678.86609,97286.42188,6136,5,396.824,22164.94846,2.03661
24916.6,13568.5,589.98444,205151.5938,9394,7,248.762,46903.72419,1.07983
24944.7,13565.5,606.46112,121135.3516,9576,5,294.135,27975.11685,1.42191
24890.2,13574.1,665.1604,289884.8438,5727,10,407.287,65151.21471,1.07428
24860.6,13576.8,568.49829,30188.54297,9482,1,215.81,6933.81284,2.75937
24870.2,13581,1022.92407,579730.6875,2342,13,338.428,127750.5362,0.78295
24885.1,13576,824.03516,55179.72656,3981,3,174.384,12373.12918,2.36446
24912.2,13575,915.43286,52070.69922,1313,2,311.398,11510.94306,2.73559
24915.1,13578.3,608.59442,199202.25,9512,9,239.19,45885.37158,1.10819
24874.4,13581.9,821.55396,194087.1094,3682,6,281.198,43566.07518,1.25652
24874.6,13579,722.7168,352910.375,4138,12,271.531,76055.62803,0.90682
24881.2,13579.2,767.30646,21153.33789,5255,1,179.659,4834.7533,3.48998
24879.1,13582.6,856.81598,67972.3125,1631,3,223.159,15143.74584,2.1871
24881.2,13588.8,833.38818,59640.83203,2421,2,381.96,13540.9087,2.56687
24894.8,13582.6,704.44476,72563.86719,4666,2,426.387,16462.54618,2.20627
24895.2,13588.2,728.51825,66646.13281,8435,3,192.003,15202.84703,1.97167
24897.7,13589.6,625.70587,188379.4531,7758,5,330.985,42798.98473,1.14405
24898.7,13585.9,548.31128,50168.48828,7728,3,254.395,11513.56729,2.30324
24899.8,13579.7,675.42041,137771.9531,8208,6,211.27,31892.85955,1.31756
24929.5,13582,589.12061,26332.7793,8408,1,423.845,5803.94143,3.33496
24904.8,13582.8,629.17804,65124.64844,7818,3,219.164,14785.06635,1.82625
24908.6,13583,907.75507,16328.57324,1463,1,202.524,3572.73531,4.85367
24876.8,13590,653.6004,47240.96094,4327,3,396.911,10659.53355,3.17739
24887.3,13593,671.94092,34783.95313,6939,2,212.336,7990.04365,2.76361
24806.1,13593.2,574.76099,38568.73047,7538,2,406.661,8459.64844,3.12998
24813,13595.3,714.23322,266196.3438,3656,10,321.391,59388.57225,1.11446
24785.2,13596.1,1145.40796,507725.7188,871,10,399.113,106482.9259,0.98722
24786,13599.5,704.22217,121879.75,3709,7,398.036,23161.44963,2.33421
24797.9,13597.5,596.2583,85034.875,7858,3,417.95,18847.57215,1.87639
24796.6,13599.3,733.85712,99536.875,4748,5,450.753,22153.80118,2.39575
24800.2,13598.6,842.33905,47310.40625,1203,3,360.839,10639.99379,3.55273
24803,13601.1,1514.58813,461086.9063,231,14,393.49,102515.2394,1.21072
24810.7,13596.7,678.32465,12744.6377,2586,1,401.16,2917.52022,6.82828
24818.5,13593.8,664.3703,214524.25,4879,6,411.571,48457.37578,1.27434
24824.2,13601.6,647.26837,13694.60742,3488,1,433.177,3259.02323,6.74325
24783.7,13601.9,621.89258,10198.75977,5480,1,227.528,2160.07034,6.72628
24794.2,13604.4,651.94855,17063.80078,2695,1,374.274,3836.90969,5.49124
24828.1,13593.6,811.02527,5808.36768,2767,1,193.263,1321.28872,8.49413
24828.3,13594.4,653.16644,11133.17578,4415,1,230.554,2434.62833,5.94894
24829.8,13596,866.04181,377166.3438,2111,10,349.936,85101.24118,0.94942
24831.7,13604.6,550.57196,23643.96484,8156,2,451.807,5185.3832,4.38035
24794.8,13606.7,582.1521,15796.79102,3707,1,293.974,1658.20596,7.29499
24783.6,13607.5,973.00055,152525.8906,1623,6,351.996,34074.19646,1.77047
24820.3,13605.6,771.57813,103708.6016,3239,3,414.788,23817.69735,1.95338
24826.7,13607.2,667.11469,76287.20313,8306,4,434.472,16924.74246,2.20139
24835.9,13593.4,752.78339,195449.5,4299,6,303.706,43349.58595,1.22823
24849.6,13593.4,719.41943,60043.95313,2381,3,307.184,13108.1796,2.50465
24850.3,13598.5,849.84796,390706.5313,2041,16,347.51,86242.71269,1.07029
24851.4,13599,1309.49951,23422.8125,1476,1,111.708,5099.60038,4.21297
24853.2,13597.2,928.00555,82239.875,1351,3,384.937,17341.61498,2.55698
24876.4,13593.4,633.50555,15642.36035,5890,1,217.088,3664.10188,4.13404
24935.1,13593.9,550.07361,37301.32031,9959,2,239.464,8511.9342,2.57829
24865.6,13594.5,619.69318,19380.67188,6203,1,208.386,4393.27874,3.66022
24868.1,13598.5,671.60706,216886.2813,4651,7,302.277,48133.56189,1.13665
24870.5,13595.4,728.97461,56413.20313,2881,2,286.148,12622.64074,2.27685
24922.1,13597.1,600.60748,50482.21484,5748,3,420.777,11438.81088,2.95824
24888.7,13601.5,656.91162,60254.625,8018,3,215.095,13649.92837,1.95792
24909.5,13603.1,641.71326,50586.50391,8243,3,226.771,11619.34437,2.32277
24870.1,13603.5,736.07318,207209.9531,4582,9,413.773,45667.75683,1.49357
24849.8,13605.9,1076.06494,309051.7188,800,11,272.761,61195.47081,1.21095
24842.4,13608.1,762.35376,36055.69531,2437,2,166.27,8037.58812,3.03342
24868.4,13608.2,584.8642,8318.39453,6671,1,220.644,1863.14237,5.84178
24876.8,13608.4,584.88245,7691.11426,9237,1,378.539,1666.93889,7.09824
24887.3,13607.6,742.66028,11779.49316,1916,1,162.964,2607.63201,5.46916
24946.2,13593.1,568.93079,17902.73047,9990,1,241.464,4103.82625,3.85002
24953.8,13560.6,532.22467,33158.76563,9912,2,276.464,7435.9926,2.77095
24965.7,13526.8,687.5423,107382.9766,9921,5,405.464,24333.28302,1.68339
24969.5,13523.9,587.90289,179905.5313,9901,8,391.464,39740.66492,1.24965
24746.2,13610.2,616.66626,30499.36328,4537,2,354.445,6812.4833,3.64651
24743.4,13613.7,684.76367,143103.0938,5522,4,406.507,32369.44318,1.48611
24765.4,13612.6,847.99646,23918.24609,2531,2,310.093,5198.95547,4.90448
24770.2,13611.7,589.23419,103429.8906,9441,5,385.924,22610.25196,1.6408
24752.2,13614.8,1220.09583,220282.4063,315,6,351.664,41064.78279,1.66681
24732.9,13619.9,719.18115,44874.94922,3409,2,430.725,10031.35624,3.42297
24744.7,13621.3,706.02814,27040.03125,2277,2,277.167,5875.02813,4.14236
24748.3,13620.5,702.03625,63681.46484,3612,4,215.026,13928.56002,2.33489
24770.6,13622.2,599.42334,33235.36719,7775,2,308.319,7145.45798,3.23727
24771.7,13615.7,745.53522,15628.91504,1510,1,405.19,3314.49198,6.74202
24775.1,13610.2,729.92706,6339.82373,4260,1,80.4216,1400.17924,8.20188
24781.5,13610.8,950.13995,63027.71875,728,3,404.403,14146.82682,3.28179
24794,13609.9,621.69775,106451.4688,6918,5,309.655,23615.81956,1.64688
24800.2,13609.3,647.86041,61371.28125,6257,3,306.646,13388.64948,2.18965
24819.9,13609,626.53577,362984.8438,6392,15,476.596,81231.40688,1.07999
24814.7,13611,1219.25452,109341.5469,302,4,322.483,24060.84336,2.14023
24773.8,13614.8,578.94653,9741.87109,5716,1,411.031,2242.16448,7.17282
24779.8,13618.4,654.75623,41825.45703,7208,2,277.06,9311.11102,2.57029
24783.1,13616.9,957.78534,94742.53125,1455,3,345.411,21090.70777,2.07767
24787.5,13616.5,878.85577,74258,4041,3,252.822,16594.60852,2.0982
24793,13619.2,586.19733,16034.09277,6293,1,440.485,3583.94831,5.09236
24780.1,13619.5,1068.68237,62754.83984,631,4,306.922,14424.44754,3.01117
24788.4,13623.1,642.31744,256410.5313,7093,12,359.33,56810.01716,1.10188
24775.8,13624.9,823.8147,188253.9219,2241,6,365.469,42513.15182,1.39976
24793.6,13621.9,674.51239,101913.5313,3747,4,220.216,22517.86224,1.6312
24802.5,13615.9,661.77759,73253.35156,4968,3,317.486,16060.77204,2.05938
24821.8,13617.6,892.91187,27089.08594,1340,1,268.781,5900.5653,3.66342
24841,13614.9,762.91766,312277.9375,3351,13,318.925,69697.81205,1.10494
24819.2,13618.9,566.09204,26342.28516,9811,2,369.946,5769.19082,3.21343
24834.1,13619.5,621.02649,24142.07227,5264,1,308.853,5286.00449,3.56667
24796.1,13624.9,799.0351,49596.53906,1575,2,278.111,10887.47504,2.7605
24829.2,13624.7,1224.21155,192641.3594,571,6,310.245,42839.91765,1.5021
24835.6,13621.4,661.38062,181188.3906,6268,8,279.902,39806.2378,1.26282
24831.4,13623,890.9082,119789.8594,1271,4,269.803,26357.93111,1.66695
24835,13624.7,881.24683,41939.35156,2174,3,225.169,8400.67699,3.54376
24760.5,13625.4,730.99634,21976.88281,2930,1,333.099,3432.28154,5.24576
24741.6,13625.4,642.13562,78407.4375,7807,4,236.948,17964.09734,1.84025
24734.7,13628,877.46368,362068.25,2152,12,352.742,81189.9449,1.05545
24746.2,13625.4,625.65247,5832.68896,7805,1,173.908,1288.4391,7.78362
24747.9,13632.1,703.30261,20815.4082,4506,1,248.218,4437.23479,3.86983
24753.2,13629.9,612.61865,13289.34668,4453,1,304.831,2869.43048,5.45037
24753.7,13630.8,767.92804,76077.44531,2008,3,290.838,17090.38483,2.14869
24757.7,13630.4,1063.51343,475497.625,852,18,374.019,95370.38039,1.18224
24762.4,13626.3,995.24908,28140.2832,2520,1,266.88,6124.56328,3.58083
24767.9,13627.1,668.31573,83619.80469,4170,4,300.764,18424.86988,2.0005
24808.7,13627.8,571.65277,84016.72656,8731,4,237.694,19231.82166,1.72693
24814.9,13626,846.37,189896.5313,1489,10,334.893,41952.89276,1.61427
24828.8,13626.6,656.32355,292824.75,5386,10,350.477,64911.393,1.03015
24834.1,13627.6,1135.18457,321593.9688,967,7,390.59,68463.48241,1.22294
24790.3,13627.9,775.76239,14903.31738,1570,1,264.041,3221.57573,5.35668
24762.9,13627.9,734.54816,46865.63281,3499,2,292.519,10195.87141,2.69085
24767.8,13627.9,738.54132,94990.5,5317,4,216.993,21381.38982,1.63597
24773.1,13632.4,757.76434,244570.3438,2191,8,303.499,43815.95236,1.30645
24760.4,13634.2,648.21735,33646.78516,5339,2,377.466,7509.73218,3.38425
24773.5,13636.7,689.58197,98889.89844,3846,3,307.289,21828.94433,1.65006
24778.4,13637,1074.5072,87192.4375,665,4,364.091,17614.05295,2.93766
24783.3,13628.1,732.68286,12061.10059,2139,1,210.49,2649.2926,5.90456
24786.3,13628.3,1196.93018,45044.88672,444,2,337.469,10035.57944,3.6499
24797.8,13636.7,759.55713,185839.8438,4371,6,431.232,41319.41138,1.49925
24812.9,13630.5,1149.97803,148259.4531,2021,4,353.102,29061.84602,1.84135
24822.4,13630.1,1149.19727,36495.07031,776,2,172.642,7802.72423,3.49602
24811.3,13633.8,524.4516,9911.70996,9879,1,214.464,2222.22519,5.63078
24810,13637.1,882.11945,81670.39844,1512,3,242.219,15855.53119,2.20288
24823.8,13631.9,724.29944,134010.2031,3894,7,370.778,30444.75,1.77473
